Batch,Total,Accuracy,Corrects,Time,StdDev
292,876,0.965753,282,267675,0.000000
292,876,0.969178,283,283221,0.000000
292,876,0.958904,280,283685,0.000000
292,876,0.964612,845,278193.666667,9112.386369
