Batch,Total,Accuracy,Corrects,Time,StdDev
292,876,0.965753,282,218730,0.000000
292,876,0.969178,283,215566,0.000000
292,876,0.958904,280,215946,0.000000
292,876,0.964612,845,216747.333333,1727.519995
