Batch,Total,Accuracy,Corrects,Time,StdDev
292,876,0.965753,282,249205,0.000000
292,876,0.969178,283,247180,0.000000
292,876,0.958904,280,246996,0.000000
292,876,0.964612,845,247793.666667,1225.708095
