Batch,Total,Accuracy,Corrects,Time,StdDev
292,876,0.965753,282,246148,0.000000
292,876,0.969178,283,245175,0.000000
292,876,0.958904,280,245414,0.000000
292,876,0.964612,845,245579.000000,507.051279
