Batch,Total,Accuracy,Corrects,Time,StdDev
32,160,1.000000,32,4839,0.000000
32,160,1.000000,32,4758,0.000000
32,160,1.000000,32,4726,0.000000
32,160,0.937500,30,4655,0.000000
32,160,0.968750,31,4376,0.000000
32,160,0.981250,157,4670.800000,177.551964
