Batch,Total,Accuracy,Corrects,Time,StdDev
83,415,1.000000,83,5388,0.000000
83,415,0.963855,80,5108,0.000000
83,415,0.963855,80,4629,0.000000
83,415,0.963855,80,4718,0.000000
83,415,0.975904,81,4563,0.000000
83,415,0.973494,404,4881.200000,353.473761
