Batch,Total,Accuracy,Corrects,Time,StdDev
28,140,1.000000,28,5491,0.000000
28,140,1.000000,28,4386,0.000000
28,140,1.000000,28,4529,0.000000
28,140,1.000000,28,4177,0.000000
28,140,0.928571,26,4456,0.000000
28,140,0.985714,138,4607.800000,510.900871
