Batch,Total,Accuracy,Corrects,Time,StdDev
7,35,1.000000,7,3943,0.000000
7,35,1.000000,7,3731,0.000000
7,35,1.000000,7,3700,0.000000
7,35,1.000000,7,3590,0.000000
7,35,1.000000,7,3588,0.000000
7,35,1.000000,35,3710.400000,145.011379
