Batch,Total,Accuracy,Corrects,Time,StdDev
56,280,1.000000,56,7823,0.000000
56,280,1.000000,56,6429,0.000000
56,280,0.946429,53,6567,0.000000
56,280,0.982143,55,6694,0.000000
56,280,0.946429,53,6277,0.000000
56,280,0.975000,273,6758.000000,615.305615
