Batch,Total,Accuracy,Corrects,Time,StdDev
29,145,1.000000,29,4117,0.000000
29,145,1.000000,29,4272,0.000000
29,145,1.000000,29,4111,0.000000
29,145,0.965517,28,4092,0.000000
29,145,0.965517,28,4076,0.000000
29,145,0.986207,143,4133.600000,79.039863
